"","fixed_acidity","citric_acid","residual_sugar","free_sulfur_dioxide","log_volatile_acidity","log_chlorides","nonfree_sulfur_dioxide","log_pH","log_sulphates","log_alcohol","quality_binary"
"56",7.7,0.04,3.8,25,-0.478035800943,-2.47693848013882,20,1.20597080698861,-0.63487827243597,2.2512917986065,0
"57",10.2,0.57,3.4,4,-0.867500567704723,-2.65926003693278,6,1.11185751541813,-0.462035459596559,2.26176309847379,0
"58",7.5,0.12,5.1,50,-0.462035459596559,-2.1982250776698,60,1.18172719537862,-0.261364764134408,2.24070968927596,0
"59",7.8,0.18,2.3,17,-0.527632742082372,-2.57702193869581,37,1.23256026117785,-0.527632742082372,2.30258509299405,0
"60",7.3,0.31,2.4,9,-0.941608539858445,-2.60369018577797,37,1.22671229129543,-0.616186139423817,2.24070968927596,0
"61",8.8,0.4,2.2,19,-0.916290731874155,-2.53830742651512,33,1.23547147138531,-0.446287102628419,2.21920348405499,0
"62",7.7,0.49,1.8,20,-0.371063681390832,-2.16282315061889,92,1.16627093714192,-0.342490308946776,2.23001440015921,0
"63",7.5,0.16,1.9,12,-0.653926467406664,-2.46510402249182,23,1.21787570949493,-0.478035800943,2.2512917986065,1
"64",7,0.05,2,13,-0.3078847797693,-2.5133061243097,41,1.22082992139236,-0.562118918153541,2.28238238567653,0
"65",7.2,0.05,4.65,4,-0.321583624127462,-2.45340798272863,7,1.22671229129543,-0.941608539858445,2.3887627892351,0
"66",7.2,0.05,4.65,4,-0.321583624127462,-2.45340798272863,7,1.22671229129543,-0.941608539858445,2.3887627892351,0
"67",7.5,0.11,1.5,11,-0.653926467406664,-2.53830742651512,28,1.22964055107451,-0.544727175441672,2.26176309847379,0
"68",6.6,0.07,1.6,6,-0.349557476169868,-2.57702193869581,9,1.23547147138531,-0.544727175441672,2.37024374146786,0
"69",9.3,0.57,2,27,-1.13943428318836,-2.60369018577797,38,1.18784342239605,-0.23572233352107,2.37024374146786,0
"70",8,0.05,1.9,8,-0.349557476169868,-2.60369018577797,11,1.20597080698861,-0.0512932943875506,2.35137525716348,0
"71",7.7,0.08,1.9,15,-0.462035459596559,-2.57702193869581,12,1.1999647829284,-0.616186139423817,2.2512917986065,0
"72",7.7,0.23,2.1,17,-0.400477566597125,-2.43041846450393,79,1.1999647829284,-0.7339691750802,2.2512917986065,0
"73",7.7,0.22,1.9,18,-0.371063681390832,-2.47693848013882,76,1.19694818938897,-0.7339691750802,2.2512917986065,0
"74",8.3,0.26,2.1,11,-0.393042588109607,-2.47693848013882,32,1.19694818938897,-0.63487827243597,2.21920348405499,0
"75",9.7,0.54,2.5,28,-1.13943428318836,-2.36446049671213,55,1.18784342239605,-0.198450938723838,2.26176309847379,0
"76",8.8,0.64,2.2,9,-0.891598119283784,-2.37515578582888,33,1.26412672714568,-0.415515443961666,2.35137525716348,0
"77",8.8,0.64,2.2,9,-0.891598119283784,-2.37515578582888,33,1.26412672714568,-0.415515443961666,2.35137525716348,0
"78",6.8,0,2.4,14,-0.242071561199729,-2.26336437984076,16,1.25846098961001,-0.59783700075562,2.37024374146786,0
"79",6.7,0.12,2,12,-0.287682072451781,-2.45340798272863,68,1.21787570949493,-0.653926467406664,2.31253542384721,0
"80",8.3,0.2,1.5,27,-0.470003629245736,-2.52572864430826,92,1.15057202759882,0.113328685307003,2.2082744135228,0
"81",6.2,0.2,1.6,3,-0.798507696217772,-2.67364877438488,12,1.22671229129543,-0.579818495252942,2.21920348405499,0
"82",7.8,0.7,1.9,22,-0.843970070294529,-0.767870726755882,45,1.14103300455206,0.246860077931526,2.24070968927596,0
"83",7.4,0.47,2,21,-0.693147180559945,-2.45340798272863,52,1.21194097397511,-0.562118918153541,2.2082744135228,0
"84",7.3,0.26,1.8,16,-0.400477566597125,-0.913793851675568,35,1.15057202759882,0.131028262406404,2.24070968927596,0
"85",6.3,0.48,1.8,18,-1.20397280432594,-2.67364877438488,43,1.23547147138531,-0.2484613592985,2.33214389523559,0
"86",6.9,0.15,2.2,19,-0.59783700075562,-2.57702193869581,21,1.22671229129543,-0.527632742082372,2.31253542384721,0
"87",8.6,0.28,1.9,20,-0.713349887877465,-2.20727491318972,116,1.07500242302898,0.667829372575655,2.29253475714054,0
"88",7.7,0.26,1.9,9,-0.713349887877465,-2.78062089393705,22,1.22082992139236,-0.446287102628419,2.26176309847379,0
"89",9.3,0.44,2.1,34,-0.941608539858445,-2.23492644452023,91,1.14422279992016,0.198850858745165,2.2512917986065,0
"90",7,0.08,1.8,8,-0.478035800943,-2.57702193869581,16,1.24703229378638,-0.63487827243597,2.19722457733622,0
"91",7.9,0.26,1.9,42,-0.653926467406664,-2.53830742651512,98,1.17248213723457,-0.616186139423817,2.2512917986065,0
"92",8.6,0.28,1.9,20,-0.713349887877465,-2.20727491318972,116,1.07500242302898,0.667829372575655,2.29253475714054,0
"93",8.6,0.29,2,19,-0.713349887877465,-2.20727491318972,114,1.07500242302898,0.683096844706444,2.28238238567653,0
"94",7.7,0.26,1.9,9,-0.713349887877465,-2.78062089393705,22,1.22082992139236,-0.446287102628419,2.26176309847379,0
"95",5,0.04,1.4,41,0.0198026272961797,-3.10109278921182,44,1.32175583998232,-0.7339691750802,2.35137525716348,0
"96",4.7,0.17,2.3,17,-0.510825623765991,-2.84731226843572,89,1.34807314829969,-0.510825623765991,2.55722731136763,0
"97",6.8,0,3,8,-0.25489224962879,-2.28278246569787,15,1.23837423104327,-0.579818495252942,2.37024374146786,0
"98",7,0.25,2,3,-0.693147180559945,-2.65926003693278,19,1.17865499634165,-0.462035459596559,2.21920348405499,0
"99",7.6,0.06,2.5,5,-0.105360515657826,-2.53830742651512,5,1.22082992139236,-0.579818495252942,2.28238238567653,0
"100",8.1,0.18,1.9,13,-0.606969484318893,-2.52572864430826,22,1.19392246847243,-0.527632742082372,2.19722457733622,0
"101",8.3,0.3,2.1,11,-0.49429632181478,-2.47693848013882,39,1.22377543162212,-0.49429632181478,2.32238772029023,0
"102",7.8,0.3,1.9,8,-0.693147180559945,-2.59026716544583,14,1.19694818938897,-0.579818495252942,2.34180580614733,0
"103",8.1,0.18,1.9,13,-0.606969484318893,-2.52572864430826,22,1.19392246847243,-0.527632742082372,2.19722457733622,0
"104",8.1,0.22,2.1,12,-0.553385238184787,-2.56394985712845,53,1.19088756477728,-0.673344553263766,2.21920348405499,0
"105",7.2,0.24,2.2,5,-0.713349887877465,-2.65926003693278,31,1.20297230399235,-0.7339691750802,2.24070968927596,0
"106",8.1,0.22,2.1,12,-0.553385238184787,-2.56394985712845,53,1.19088756477728,-0.673344553263766,2.21920348405499,0
"107",7.8,0.68,1.7,18,-0.891598119283784,-0.76142602131324,51,1.12492959698548,0.27002713721306,2.23001440015921,0
"108",6.2,0.31,1.7,15,-0.462035459596559,-2.43041846450393,49,1.24126858906963,-0.23572233352107,2.23001440015921,0
"109",8,0.53,2.5,18,-1.10866262452161,-2.39689577246529,62,1.21491274436427,-0.22314355131421,2.26176309847379,0
"110",8.1,0.52,2,37,-0.242071561199729,-2.10373423424888,116,1.16627093714192,-0.371063681390832,2.23001440015921,0
"111",7.8,0.19,1.8,12,-0.579818495252942,-2.26336437984076,35,1.16002091679675,-0.0725706928348354,2.2512917986065,0
"112",8.4,0.09,2.2,11,-0.478035800943,-2.47693848013882,97,1.14740245283754,-0.415515443961666,2.28238238567653,0
"113",8.4,0.1,2.2,14,-0.510825623765991,-2.46510402249182,97,1.14740245283754,-0.415515443961666,2.28238238567653,0
"114",10.1,0.44,2.3,22,-1.17118298150295,-2.52572864430826,24,1.1999647829284,-0.400477566597125,2.27212588550934,0
"115",7.8,0.19,1.8,12,-0.579818495252942,-2.26336437984076,35,1.16002091679675,-0.0725706928348354,2.2512917986065,0
"116",9.4,0.31,2.2,13,-0.916290731874155,-2.40794560865187,49,1.12167756159911,-0.462035459596559,2.35137525716348,0
"117",8.3,0.28,1.9,11,-0.616186139423817,-2.56394985712845,29,1.22082992139236,-0.49429632181478,2.30258509299405,0
"118",7.8,0.12,2,7,-0.579818495252942,-2.50103603171788,21,1.21491274436427,-0.693147180559945,2.24070968927596,0
"119",8.8,0.04,2.2,14,-0.59783700075562,-2.12863178587061,42,1.16627093714192,-0.510825623765991,2.3887627892351,0
"120",7,0.08,1.8,22,-0.371063681390832,-2.33304430047875,67,1.20597080698861,-0.616186139423817,2.21920348405499,0
"121",7.3,0.09,1.7,10,0.0676586484738149,-1.72597172869005,79,1.19392246847243,-0.562118918153541,2.19722457733622,0
"122",8.8,0.04,2.2,14,-0.59783700075562,-2.12863178587061,42,1.16627093714192,-0.510825623765991,2.3887627892351,0
"123",7.3,0,2.5,3,-0.363843433417345,-2.59026716544583,10,1.24990173621434,-0.653926467406664,2.21920348405499,0
"124",8,0,2.6,11,-0.342490308946776,-2.52572864430826,23,1.23547147138531,-0.63487827243597,2.2512917986065,0
"125",7.8,0.17,1.6,21,-0.693147180559945,-2.50103603171788,81,1.22082992139236,-0.7339691750802,2.2512917986065,0
"126",9,0.04,1.9,27,-0.478035800943,-1.9241486572738,63,1.15057202759882,-0.356674943938732,2.24070968927596,0
"127",8.2,0,1.7,3,0.285178942233662,-2.5133061243097,9,1.26129787094521,-0.713349887877465,2.3887627892351,0
"128",8.1,0,1.8,3,0.285178942233662,-2.50103603171788,9,1.26412672714568,-0.7339691750802,2.3887627892351,0
"129",8,0.16,1.8,3,-0.527632742082372,-2.7333680090865,13,1.22964055107451,-0.083381608939051,2.35137525716348,1
"130",6.1,0.15,1.8,6,-0.967584026261706,-2.63108915996608,13,1.22964055107451,-0.562118918153541,2.24070968927596,0
"131",8,0.56,2,30,-0.294371060602578,-2.13707065451647,104,1.17557332980424,-0.415515443961666,2.24070968927596,0
"132",5.6,0.09,2.3,17,-0.693147180559945,-3.01593498087151,82,1.28923264827676,-0.462035459596559,2.56494935746154,0
"133",5.6,0.09,2.3,17,-0.693147180559945,-3.01593498087151,82,1.28923264827676,-0.462035459596559,2.56494935746154,0
"134",6.6,0.01,1.5,17,-0.693147180559945,-2.81341071676004,9,1.22377543162212,-0.544727175441672,2.28238238567653,0
"135",7.9,0.05,2.2,13,0.0392207131532813,-2.47693848013882,16,1.16938135955632,-0.59783700075562,2.29253475714054,0
"136",8.4,0.11,1.9,16,-0.294371060602578,-2.40794560865187,47,1.16002091679675,-0.198450938723838,2.26176309847379,0
"137",8.3,0.15,1.8,10,-0.335472736288129,-2.41911890925,42,1.17248213723457,-0.261364764134408,2.2512917986065,0
"138",7.2,0.36,2,13,-0.879476758751439,-2.5133061243097,32,1.24703229378638,-0.446287102628419,2.21920348405499,0
"139",7.8,0.19,2.1,15,-0.579818495252942,-2.5133061243097,90,1.20297230399235,-0.616186139423817,2.2512917986065,0
"140",7.8,0.19,2,17,-0.579818495252942,-2.5133061243097,91,1.1999647829284,-0.616186139423817,2.2512917986065,0
"141",8.4,0.11,1.9,16,-0.294371060602578,-2.40794560865187,47,1.16002091679675,-0.198450938723838,2.26176309847379,0
"142",8.3,0.15,1.8,10,-0.335472736288129,-2.41911890925,42,1.17248213723457,-0.261364764134408,2.2512917986065,0
"143",5.2,0,1.8,27,-1.07880966137193,-2.99573227355399,36,1.30291275218084,-0.23572233352107,2.63905732961526,0
"144",6.3,0.08,1.7,3,-0.941608539858445,-2.71810053695571,17,1.20597080698861,-0.544727175441672,2.24070968927596,0
"145",5.2,0,1.8,27,-1.07880966137193,-2.99573227355399,36,1.30291275218084,-0.23572233352107,2.63905732961526,0
"146",8.1,0.55,1.8,32,-0.400477566597125,-2.14558134418438,109,1.15373158788919,-0.478035800943,2.24070968927596,0
"147",5.8,0.02,1.8,21,-0.385662480811985,-2.44184716032755,73,1.26412672714568,-0.653926467406664,2.30258509299405,0
"148",7.6,0.26,1.6,10,-0.713349887877465,-1.44392347395653,78,1.13462272619114,-0.22314355131421,2.23001440015921,0
"149",6.9,0.1,2.3,12,-0.713349887877465,-2.60369018577797,18,1.22964055107451,-0.544727175441672,2.32238772029023,0
"150",8.2,0.44,2.8,11,-0.916290731874155,-2.41911890925,32,1.26129787094521,-0.49429632181478,2.35137525716348,0
"151",7.3,0.47,2.1,5,-1.10866262452161,-2.56394985712845,6,1.20297230399235,-0.63487827243597,2.33214389523559,0
"152",9.2,1,3.4,32,-0.653926467406664,-0.49429632181478,37,1.00795792039998,0.693147180559945,2.24070968927596,0
"153",7.5,0.03,1.8,25,-0.510825623765991,-2.3538783873816,74,1.20896034583698,-0.616186139423817,2.31253542384721,0
"154",7.5,0.03,1.8,25,-0.510825623765991,-2.3538783873816,74,1.20896034583698,-0.616186139423817,2.31253542384721,0
"155",7.1,0.42,5.5,29,-0.843970070294529,-2.65926003693278,100,1.22964055107451,-0.328504066972036,2.35137525716348,0
"156",7.1,0.42,5.5,28,-0.843970070294529,-2.64507540194082,100,1.22964055107451,-0.342490308946776,2.35137525716348,0
"157",7.1,0.42,5.5,29,-0.843970070294529,-2.65926003693278,100,1.22964055107451,-0.328504066972036,2.35137525716348,0
"158",7.1,0.42,5.5,28,-0.843970070294529,-2.64507540194082,100,1.22964055107451,-0.342490308946776,2.35137525716348,0
"159",7.1,0,2.2,12,-0.385662480811985,-2.61729583783375,10,1.24703229378638,-0.693147180559945,2.23001440015921,0
"160",6.8,0.18,1.9,18,-0.510825623765991,-2.53830742651512,68,1.27815220250019,-0.562118918153541,2.23001440015921,0
"161",7.6,0.03,2,7,-0.0512932943875506,-2.40794560865187,13,1.16315080980568,-0.579818495252942,2.26176309847379,0
"162",7.6,0.02,1.3,9,-0.385662480811985,-2.63108915996608,11,1.15373158788919,0.0769610411361284,2.21920348405499,0
"163",7.8,0.04,1.7,17,-0.63487827243597,-2.57702193869581,14,1.20297230399235,-0.579818495252942,2.30258509299405,0
"164",7.4,0.26,7.3,36,-0.510825623765991,-2.65926003693278,85,1.21491274436427,-0.713349887877465,2.24070968927596,0
"165",7.3,0.26,7.2,35,-0.527632742082372,-2.65926003693278,86,1.21491274436427,-0.713349887877465,2.24070968927596,0
"166",7.8,0.48,1.7,14,-0.462035459596559,-2.30258509299405,82,1.16002091679675,-0.478035800943,2.2512917986065,0
"167",6.8,0.1,2.1,18,-0.446287102628419,-2.46510402249182,83,1.20597080698861,-0.653926467406664,2.32238772029023,0
"168",7.3,0.03,1.6,17,-0.59783700075562,-2.63108915996608,25,1.21491274436427,-0.7339691750802,2.19722457733622,0
"169",6.8,0.07,2.1,11,-0.462035459596559,-2.41911890925,33,1.24415459395877,-0.59783700075562,2.34180580614733,0
"170",7.5,0.24,1.8,15,-0.349557476169868,-1.02165124753198,48,1.09861228866811,0.46373401623214,2.2512917986065,0
"171",7.9,0.03,1.8,4,-0.122167633974208,-2.84731226843572,4,1.21194097397511,-1.10866262452161,2.2082744135228,0
"172",8,0.17,2,6,-0.867500567704723,-2.61729583783375,12,1.19088756477728,-0.49429632181478,2.21920348405499,0
"173",8,0.17,2,6,-0.867500567704723,-2.61729583783375,12,1.19088756477728,-0.49429632181478,2.21920348405499,0
"174",7.4,0.05,1.9,24,-0.478035800943,-2.68824757380603,18,1.22964055107451,-0.562118918153541,2.4423470353692,0
"175",7.3,0.21,2,7,-0.967584026261706,-2.52572864430826,28,1.20297230399235,-0.755022584278033,2.2512917986065,0
"176",6.9,0.04,1.5,19,-0.693147180559945,-2.46510402249182,30,1.20896034583698,-0.2484613592985,2.2512917986065,0
"177",7.3,0.21,2,7,-0.967584026261706,-2.52572864430826,28,1.20297230399235,-0.755022584278033,2.2512917986065,0
"178",7.5,0.42,2.3,8,-0.653926467406664,-2.44184716032755,30,1.27536280041261,-0.49429632181478,2.35137525716348,0
"179",7,0,2.5,7,-0.216913001563574,-2.68824757380603,13,1.24703229378638,-0.579818495252942,2.26176309847379,0
"180",8.8,0.14,2.4,10,-0.49429632181478,-2.70306265959117,32,1.16002091679675,-0.527632742082372,2.2512917986065,0
"181",8.8,0.14,2.4,10,-0.49429632181478,-2.70306265959117,32,1.16002091679675,-0.527632742082372,2.2512917986065,0
"182",8.9,0.49,2,23,-0.49429632181478,-1.30933331998376,87,1.13783300182139,0.0198026272961797,2.23001440015921,0
"183",7.2,0.02,2.5,16,-0.3147107448397,-2.57702193869581,26,1.23547147138531,-0.653926467406664,2.23001440015921,0
"184",6.8,0.2,1.8,11,-0.49429632181478,-2.56394985712845,54,1.26412672714568,-0.544727175441672,2.23001440015921,0
"185",6.7,0.21,1.9,8,-0.478035800943,-2.53830742651512,54,1.25846098961001,-0.544727175441672,2.23001440015921,0
"186",8.9,0.57,2,26,-1.17118298150295,-2.1982250776698,59,1.18172719537862,-0.63487827243597,2.27212588550934,0
"187",7.4,0.48,2,14,-0.941608539858445,-2.50103603171788,53,1.20597080698861,-0.59783700075562,2.21920348405499,0
"188",7.7,0.1,2.6,9,-0.349557476169868,-2.47693848013882,17,1.22082992139236,-0.713349887877465,2.27212588550934,0
"189",7.9,0.33,2,15,-0.693147180559945,-2.47693848013882,128,1.16315080980568,-0.59783700075562,2.2512917986065,0
"190",7.9,0.32,1.9,17,-0.713349887877465,-2.50103603171788,127,1.16315080980568,-0.59783700075562,2.2512917986065,0
"191",8.2,0.35,2.9,21,-0.693147180559945,-2.56394985712845,106,1.17248213723457,-0.478035800943,2.24070968927596,0
"192",6.4,0.25,1.9,21,-0.994252273343867,-2.60369018577797,28,1.27256559579155,-0.478035800943,2.28238238567653,0
"193",6.8,0.12,3.8,16,-0.462035459596559,-2.31263542884755,110,1.18784342239605,-0.49429632181478,2.2512917986065,0
"194",7.6,0.21,2.2,7,-0.59783700075562,-2.64507540194082,21,1.18784342239605,-0.59783700075562,2.27212588550934,0
"195",7.6,0.21,2.2,7,-0.59783700075562,-2.64507540194082,21,1.18784342239605,-0.59783700075562,2.27212588550934,0
"196",7.8,0.33,2,24,-0.527632742082372,-2.60369018577797,96,1.17865499634165,-0.616186139423817,2.24070968927596,0
"197",7.3,0.3,2.4,15,-0.544727175441672,-2.60369018577797,40,1.24126858906963,-0.527632742082372,2.32238772029023,0
"198",11.5,0.6,2,12,-1.20397280432594,-2.70306265959117,15,1.13462272619114,-0.0304592074847086,2.31253542384721,0
"199",5.4,0.08,1.2,13,-0.180323554131282,-3.07911388249304,80,1.27256559579155,-0.162518929497775,2.56494935746154,1
"200",6.9,0.06,2.1,12,0.0861776962410524,-2.79688141480883,19,1.25561603747777,-0.843970070294529,2.43361335540045,0
"201",9.6,0.47,1.4,9,-1.13943428318836,-2.88240358824699,15,1.16938135955632,-0.198450938723838,2.33214389523559,1
"202",8.8,0.48,2.1,39,-0.994252273343867,-2.33304430047875,106,1.11185751541813,0.0295588022415444,2.23001440015921,0
"203",6.8,0.11,1.5,16,-0.693147180559945,-2.59026716544583,33,1.21194097397511,-0.23572233352107,2.2512917986065,0
"204",7,0.35,1.6,16,-0.867500567704723,-2.43041846450393,23,1.20597080698861,-0.59783700075562,2.21920348405499,0
"205",7,0.36,1.6,14,-0.843970070294529,-2.41911890925,23,1.20597080698861,-0.579818495252942,2.21920348405499,0
"206",12.8,0.74,2.6,9,-1.20397280432594,-2.3538783873816,19,1.16315080980568,-0.261364764134408,2.37954613413017,1
"207",12.8,0.74,2.6,9,-1.20397280432594,-2.3538783873816,19,1.16315080980568,-0.261364764134408,2.37954613413017,1
"208",7.8,0.31,1.8,26,-0.562118918153541,-2.67364877438488,94,1.19088756477728,-0.63487827243597,2.23001440015921,0
"209",7.8,0.28,2.7,18,-0.82098055206983,-2.30258509299405,77,1.16938135955632,-0.400477566597125,2.24070968927596,0
"210",11,0.58,2.1,7,-1.20397280432594,-2.91877123241786,12,1.19694818938897,-0.127833371509885,2.35137525716348,1
"211",9.7,0.6,2,5,-0.63487827243597,-3.24419363285249,14,1.19392246847243,-0.150822889734584,2.51769647261099,0
"212",8,0.24,2.8,10,-0.321583624127462,-2.48891467118554,52,1.20896034583698,-0.579818495252942,2.30258509299405,0
"213",11.6,0.64,2.1,5,-0.82098055206983,-2.83021783507642,10,1.16627093714192,-0.400477566597125,2.32238772029023,0
"214",8.2,0.26,2.2,28,-0.562118918153541,-2.81341071676004,37,1.19392246847243,-0.843970070294529,2.31253542384721,0
"215",7.8,0.08,2.4,10,-0.3078847797693,-2.3859667019331,31,1.17557332980424,-0.342490308946776,2.28238238567653,0
"216",7,0.49,5.6,26,-0.713349887877465,-2.81341071676004,95,1.20597080698861,-0.27443684570176,2.35137525716348,0
"217",8.7,0.16,2,13,-0.470003629245736,-2.29263476214088,36,1.14422279992016,-0.562118918153541,2.39789527279837,0
"218",8.1,0.22,2.2,11,-0.321583624127462,-2.63108915996608,30,1.21194097397511,-0.59783700075562,2.2082744135228,0
